label,url_length,hostname_length,path_length,query_length,fragment_length,num_dots,num_hyphens,num_digits,num_special_chars,num_slashes,num_question_marks,num_equals,num_ampersands,num_percent_encoded,num_at_symbols,num_subdomains,hostname_entropy,path_entropy,has_ip,is_https,is_shortener,has_punycode,has_port,has_userinfo,suspicious_tld,suspicious_word_count,brand_word_count,long_url,very_long_url
1,35,28,0,0,0,2,1,5,6,2,0,0,0,0,0,1,3.9371932086075945,0.0,0,0,0,0,0,0,1,0,0,0,0
0,25,17,0,0,0,1,0,0,4,2,0,0,0,0,0,0,3.4992275471326932,0.0,0,1,0,0,0,0,0,0,0,0,0
1,38,31,0,0,0,2,1,3,6,2,0,0,0,0,0,1,3.7198523585646033,0.0,0,0,0,0,0,0,0,0,0,0,0
1,35,18,9,0,0,2,0,3,6,3,0,0,0,0,0,1,3.8365916681089787,3.169925001442312,0,1,0,0,0,0,1,0,0,0,0
1,84,15,61,0,0,2,0,13,10,6,0,0,0,0,0,1,2.973557262275185,5.069600861940246,0,1,0,0,0,0,0,0,1,1,0
0,31,23,0,0,0,1,1,0,5,2,0,0,0,0,0,0,3.4970558484728045,0.0,0,1,0,0,0,0,0,0,0,0,0
0,19,11,0,0,0,1,0,0,4,2,0,0,0,0,0,0,3.0957952550009344,0.0,0,1,0,0,0,0,0,0,0,0,0
0,22,14,0,0,0,1,0,0,4,2,0,0,0,0,0,0,2.950212064914747,0.0,0,1,0,0,0,0,0,0,0,0,0
0,18,10,0,0,0,1,0,3,4,2,0,0,0,0,0,0,3.121928094887362,0.0,0,1,0,0,0,0,0,0,0,0,0
0,19,11,0,0,0,2,0,0,5,2,0,0,0,0,0,1,3.095795255000934,0.0,0,1,0,0,0,0,0,0,0,0,0
0,18,10,0,0,0,1,0,0,4,2,0,0,0,0,0,0,2.5219280948873624,0.0,0,1,0,0,0,0,0,0,0,0,0
0,17,9,0,0,0,1,0,0,4,2,0,0,0,0,0,0,3.169925001442312,0.0,0,1,0,0,0,0,0,0,0,0,0
1,41,32,1,0,0,2,2,6,8,3,0,0,0,0,0,1,4.077819531114783,0.0,0,1,0,0,0,0,0,0,0,0,0
1,23,8,7,0,0,2,0,0,6,3,0,0,0,0,0,1,2.5,2.5216406363433186,0,1,0,0,0,0,0,0,0,0,0
0,14,6,0,0,0,1,0,1,4,2,0,0,0,0,0,0,2.584962500721156,0.0,0,1,0,0,0,0,0,0,0,0,0
0,22,14,0,0,0,1,2,0,6,2,0,0,0,0,0,0,3.182005814760214,0.0,0,1,0,0,0,0,0,0,0,0,0
0,21,13,0,0,0,1,0,0,4,2,0,0,0,0,0,0,3.3927474104487847,0.0,0,1,0,0,0,0,0,0,0,0,0
1,175,15,108,43,0,2,4,20,24,7,1,3,2,0,0,1,2.973557262275185,5.579019738647807,0,1,0,0,0,0,0,0,1,1,1
0,15,7,0,0,0,1,0,0,4,2,0,0,0,0,0,0,2.521640636343318,0.0,0,1,0,0,0,0,0,0,0,0,0
0,24,16,0,0,0,1,0,0,4,2,0,0,0,0,0,0,3.375,0.0,0,1,0,0,0,0,0,0,0,0,0
0,29,21,0,0,0,1,0,0,4,2,0,0,0,0,0,0,3.784941827437642,0.0,0,1,0,0,0,0,0,0,0,0,0
1,22,7,7,0,0,1,0,0,5,3,0,0,0,0,0,0,2.807354922057604,2.5216406363433186,0,1,0,0,0,0,0,0,0,0,0
0,23,15,0,0,0,2,0,0,5,2,0,0,0,0,0,1,3.373557262275185,0.0,0,1,0,0,0,0,0,0,0,0,0
0,20,12,0,0,0,1,0,0,4,2,0,0,0,0,0,0,3.084962500721156,0.0,0,1,0,0,0,0,0,0,0,0,0
0,22,14,0,0,0,2,0,0,5,2,0,0,0,0,0,1,3.182005814760214,0.0,0,1,0,0,0,0,0,0,0,0,0
1,75,24,1,41,0,2,1,15,11,3,1,2,1,0,0,1,3.9387218755408675,0.0,0,1,0,0,0,0,0,0,0,0,0
1,28,11,9,0,0,1,0,2,5,3,0,0,0,0,0,0,3.459431618637298,3.169925001442312,0,1,1,0,0,0,0,0,0,0,0
1,43,35,1,0,0,2,4,4,10,3,0,0,0,0,0,1,4.307714802597437,0.0,0,0,0,0,0,0,0,0,0,0,0
1,43,34,1,0,0,2,0,22,6,3,0,0,0,0,0,1,3.917626443873359,0.0,0,1,0,0,0,0,0,0,0,0,0
1,22,6,8,0,0,1,0,2,5,3,0,0,0,0,0,0,2.584962500721156,3.0,0,1,1,0,0,0,0,0,0,0,0
1,46,7,2,28,0,3,1,1,14,6,1,1,0,0,0,1,2.2359263506290326,1.0,0,1,0,0,0,0,0,0,0,0,0
1,238,25,9,195,0,2,0,24,12,3,1,2,1,2,0,1,3.733660689688185,2.6416041678685933,0,1,0,0,0,0,0,0,0,1,1
0,21,13,0,0,0,1,0,0,4,2,0,0,0,0,0,0,3.3927474104487847,0.0,0,1,0,0,0,0,0,0,0,0,0
1,36,27,1,0,0,2,1,0,7,3,0,0,0,0,0,1,3.8561962982193805,0.0,0,1,0,0,0,0,0,0,0,0,0
1,22,7,7,0,0,1,0,1,5,3,0,0,0,0,0,0,2.807354922057604,2.807354922057604,0,1,0,0,0,0,0,0,0,0,0
1,22,7,7,0,0,1,0,1,5,3,0,0,0,0,0,0,2.807354922057604,2.807354922057604,0,1,0,0,0,0,0,0,0,0,0
0,18,10,0,0,0,1,0,3,4,2,0,0,0,0,0,0,3.321928094887362,0.0,0,1,0,0,0,0,0,0,0,0,0
0,24,16,0,0,0,1,0,0,4,2,0,0,0,0,0,0,3.625,0.0,0,1,0,0,0,0,0,1,0,0,0
1,33,24,1,0,0,2,0,0,6,3,0,0,0,0,0,1,3.605388542207534,0.0,0,1,0,0,0,0,0,0,0,0,0
0,24,16,0,0,0,1,0,0,4,2,0,0,0,0,0,0,3.625,0.0,0,1,0,0,0,0,0,0,0,0,0
0,28,20,0,0,0,2,0,0,5,2,0,0,0,0,0,1,3.6841837197791887,0.0,0,1,0,0,0,0,0,0,0,0,0
0,17,9,0,0,0,1,0,0,4,2,0,0,0,0,0,0,2.725480556997868,0.0,0,1,0,0,0,0,0,0,1,0,0
1,31,22,1,0,0,2,0,0,6,3,0,0,0,0,0,1,3.7887549139935026,0.0,0,1,0,0,0,0,0,0,0,0,0
1,34,25,1,0,0,2,0,0,6,3,0,0,0,0,0,1,3.733660689688185,0.0,0,1,0,0,0,0,0,0,0,0,0
0,24,16,0,0,0,1,0,0,4,2,0,0,0,0,0,0,3.375,0.0,0,1,0,0,0,0,0,0,0,0,0
0,21,13,0,0,0,1,0,0,4,2,0,0,0,0,0,0,3.3927474104487847,0.0,0,1,0,0,0,0,0,0,0,0,0
1,41,21,12,0,0,2,1,2,8,4,0,0,0,0,0,1,3.6897037321995465,3.418295834054489,0,1,0,0,0,0,0,0,0,0,0
0,23,15,0,0,0,2,1,0,6,2,0,0,0,0,0,1,3.5068905956085183,0.0,0,1,0,0,0,0,0,0,0,0,0
0,17,9,0,0,0,1,0,0,4,2,0,0,0,0,0,0,2.5032583347756456,0.0,0,1,0,0,0,0,0,0,0,0,0
0,24,16,0,0,0,2,0,0,5,2,0,0,0,0,0,1,3.75,0.0,0,1,0,0,0,0,0,1,0,0,0
1,27,18,1,0,0,2,0,0,6,3,0,0,0,0,0,1,3.155221528859512,0.0,0,1,0,0,0,0,0,0,0,0,0
0,24,16,0,0,0,1,0,0,4,2,0,0,0,0,0,0,3.0306390622295662,0.0,0,1,0,0,0,0,0,0,0,0,0
1,54,16,1,28,0,2,0,2,10,3,1,1,1,0,0,1,3.75,0.0,0,1,0,0,0,0,0,1,0,0,0
0,28,20,0,0,0,1,1,0,5,2,0,0,0,0,0,0,3.5841837197791886,0.0,0,1,0,0,0,0,0,0,0,0,0
0,19,11,0,0,0,1,0,0,4,2,0,0,0,0,0,0,2.9139770731827523,0.0,0,1,0,0,0,0,0,0,0,0,0
0,16,8,0,0,0,1,0,0,4,2,0,0,0,0,0,0,2.75,0.0,0,1,0,0,0,0,0,0,0,0,0
1,23,8,7,0,0,2,0,1,6,3,0,0,0,0,0,1,2.5,2.807354922057604,0,1,0,0,0,0,0,0,0,0,0
0,22,14,0,0,0,2,0,0,5,2,0,0,0,0,0,1,3.039148671903071,0.0,0,1,0,0,0,0,0,0,0,0,0
1,29,20,1,0,0,1,1,0,6,3,0,0,0,0,0,0,3.208694969562842,0.0,0,1,0,0,0,0,0,1,0,0,0
1,84,15,61,0,0,2,2,9,13,6,0,0,0,0,0,1,2.973557262275185,5.127138157093148,0,1,0,0,0,0,0,0,1,1,0
0,25,17,0,0,0,1,0,0,4,2,0,0,0,0,0,0,3.5724694587701364,0.0,0,1,0,0,0,0,0,0,0,0,0
0,26,18,0,0,0,1,0,0,4,2,0,0,0,0,0,0,3.2390979179887864,0.0,0,1,0,0,0,0,0,0,0,0,0
0,16,8,0,0,0,1,0,0,4,2,0,0,0,0,0,0,2.75,0.0,0,1,0,0,0,0,0,0,0,0,0
0,15,7,0,0,0,1,0,0,4,2,0,0,0,0,0,0,2.5216406363433186,0.0,0,1,0,0,0,0,0,0,0,0,0
1,84,15,61,0,0,2,0,7,9,6,0,0,0,0,0,1,2.973557262275185,5.049189181647846,0,1,0,0,0,0,0,0,1,1,0
0,20,12,0,0,0,1,0,0,4,2,0,0,0,0,0,0,3.0849625007211556,0.0,0,1,0,0,0,0,0,0,0,0,0
1,190,15,108,58,0,3,3,18,27,7,1,4,3,0,0,1,2.973557262275185,5.422355992920548,0,1,0,0,0,0,0,0,1,1,1
1,45,27,10,0,0,2,2,4,8,3,0,0,0,0,0,1,3.8100810205217313,3.121928094887362,0,1,0,0,0,0,0,0,0,0,0
0,20,12,0,0,0,1,0,0,4,2,0,0,0,0,0,0,3.2516291673878226,0.0,0,1,0,0,0,0,0,0,0,0,0
0,17,9,0,0,0,1,0,0,4,2,0,0,0,0,0,0,2.94770277922009,0.0,0,1,0,0,0,0,0,0,0,0,0
1,22,7,7,0,0,1,0,1,5,3,0,0,0,0,0,0,2.807354922057604,2.807354922057604,0,1,0,0,0,0,0,0,0,0,0
1,56,47,1,0,0,2,0,0,6,3,0,0,0,0,0,1,4.009286926505495,0.0,0,1,0,0,0,0,0,1,0,0,0
1,41,25,9,0,0,2,2,0,8,3,0,0,0,0,0,1,3.8438561897747237,2.94770277922009,0,0,0,0,0,0,0,0,0,0,0
0,18,10,0,0,0,1,0,2,4,2,0,0,0,0,0,0,3.121928094887362,0.0,0,1,0,0,0,0,0,0,0,0,0
1,32,20,5,0,0,2,1,0,8,4,0,0,0,0,0,1,3.484183719779189,1.9219280948873623,0,0,0,0,0,0,0,0,0,0,0
1,33,24,1,0,0,2,0,1,6,3,0,0,0,0,0,1,4.053508854797679,0.0,0,1,0,0,0,0,0,1,0,0,0
1,32,23,1,0,0,2,0,0,6,3,0,0,0,0,0,1,3.7622673906514943,0.0,0,1,0,0,0,0,0,0,0,0,0
1,28,19,1,0,0,2,0,0,6,3,0,0,0,0,0,1,3.511085408180427,0.0,0,1,0,0,0,0,0,0,0,0,0
1,178,15,108,46,0,3,3,14,24,7,1,4,3,0,0,1,2.973557262275185,5.316385220345954,0,1,0,0,0,0,0,0,1,1,1
1,21,6,7,0,0,1,1,2,6,3,0,0,0,0,0,0,2.584962500721156,2.807354922057604,0,1,0,0,0,0,0,0,0,0,0
0,26,18,0,0,0,1,0,0,4,2,0,0,0,0,0,0,3.30827083453526,0.0,0,1,0,0,0,0,0,0,0,0,0
0,18,10,0,0,0,1,0,0,4,2,0,0,0,0,0,0,3.121928094887362,0.0,0,1,0,0,0,0,0,0,0,0,0
0,15,7,0,0,0,1,0,0,4,2,0,0,0,0,0,0,2.5216406363433186,0.0,0,1,0,0,0,0,0,0,0,0,0
1,35,26,1,0,0,2,0,0,6,3,0,0,0,0,0,1,3.8731406795131327,0.0,0,1,0,0,0,0,0,0,0,0,0
1,25,16,1,0,0,2,0,5,6,3,0,0,0,0,0,1,3.452819531114783,0.0,0,1,0,0,0,0,0,0,0,0,0
1,53,16,29,0,0,2,0,0,8,5,0,0,0,0,0,1,3.202819531114783,3.8833374604210067,0,1,0,0,0,0,0,0,1,0,0
1,22,6,8,0,0,1,0,4,5,3,0,0,0,0,0,0,2.584962500721156,2.75,0,1,1,0,0,0,0,0,0,0,0
1,75,24,1,41,0,2,1,27,11,3,1,2,1,0,0,1,3.9387218755408675,0.0,0,1,0,0,0,0,0,0,0,0,0
0,21,13,0,0,0,1,0,0,4,2,0,0,0,0,0,0,3.3927474104487847,0.0,0,1,0,0,0,0,0,0,0,0,0
0,27,19,0,0,0,1,0,0,4,2,0,0,0,0,0,0,3.681880802803402,0.0,0,1,0,0,0,0,0,0,0,0,0
1,44,35,1,0,0,2,1,0,7,3,0,0,0,0,0,1,3.9544425746945726,0.0,0,1,0,0,0,0,0,0,0,0,0
1,21,6,7,0,0,1,1,2,6,3,0,0,0,0,0,0,2.584962500721156,2.807354922057604,0,1,0,0,0,0,0,0,0,0,0
1,39,30,1,0,0,2,1,6,7,3,0,0,0,0,0,1,4.164735178725505,0.0,0,1,0,0,0,0,0,0,0,0,0
0,17,9,0,0,0,1,0,0,4,2,0,0,0,0,0,0,3.169925001442312,0.0,0,1,0,0,0,0,0,0,0,0,0
1,27,19,1,0,0,2,0,6,6,3,0,0,0,0,0,1,3.616348566075163,0.0,0,0,0,0,0,0,0,0,0,0,0
0,23,15,0,0,0,1,0,0,4,2,0,0,0,0,0,0,3.139572261986723,0.0,0,1,0,0,0,0,0,0,0,0,0
0,16,8,0,0,0,1,0,0,4,2,0,0,0,0,0,0,2.75,0.0,0,1,0,0,0,0,0,0,0,0,0
0,22,14,0,0,0,1,1,0,5,2,0,0,0,0,0,0,3.4677201004745006,0.0,0,1,0,0,0,0,0,0,0,0,0
1,22,7,7,0,0,1,0,1,5,3,0,0,0,0,0,0,2.807354922057604,2.807354922057604,0,1,0,0,0,0,0,0,0,0,0
1,35,19,8,0,0,2,1,3,7,3,0,0,0,0,0,1,3.7871439606981383,3.0,0,1,0,0,0,0,0,0,0,0,0
1,42,33,1,0,0,3,1,0,8,3,0,0,0,0,0,2,3.8966879684212654,0.0,0,1,0,0,0,0,0,0,0,0,0
1,41,25,8,0,0,2,0,3,6,3,0,0,0,0,0,1,3.8136606896881853,2.75,0,1,0,0,0,0,0,0,0,0,0
1,35,26,1,0,0,2,2,6,8,3,0,0,0,0,0,1,3.902174814211728,0.0,0,1,0,0,0,0,0,0,0,0,0
1,26,17,1,0,0,2,0,4,6,3,0,0,0,0,0,1,3.734521664779752,0.0,0,1,0,0,0,0,0,0,0,0,0
1,53,15,30,0,0,1,0,15,6,4,0,0,0,0,0,0,3.640223928941851,3.8980685120588383,0,1,0,0,0,0,0,0,0,0,0
1,22,7,7,0,0,1,0,0,5,3,0,0,0,0,0,0,2.807354922057604,2.807354922057604,0,1,0,0,0,0,0,0,0,0,0
1,41,32,1,0,0,2,2,6,8,3,0,0,0,0,0,1,4.038909765557392,0.0,0,1,0,0,0,0,0,0,0,0,0
0,19,11,0,0,0,1,0,0,4,2,0,0,0,0,0,0,3.095795255000934,0.0,0,1,0,0,0,0,0,0,0,0,0
1,31,22,1,0,0,2,0,4,6,3,0,0,0,0,0,1,3.879664004902593,0.0,0,1,0,0,0,0,0,0,0,0,0
0,25,17,0,0,0,1,0,0,4,2,0,0,0,0,0,0,3.6168746059562227,0.0,0,1,0,0,0,0,0,1,0,0,0
1,62,20,13,20,0,2,0,16,9,4,1,1,0,0,0,1,3.6841837197791887,3.238901256602631,0,1,0,0,0,0,0,1,0,0,0
1,34,25,1,0,0,2,0,0,6,3,0,0,0,0,0,1,3.6692750707107122,0.0,0,1,0,0,0,0,0,0,0,0,0
0,21,13,0,0,0,1,0,0,4,2,0,0,0,0,0,0,3.0269868333592873,0.0,0,1,0,0,0,0,0,0,0,0,0
1,47,22,17,0,0,3,1,0,9,4,0,0,0,0,0,1,3.5383105956150054,3.337175341123077,0,1,0,0,0,0,0,0,0,0,0
1,34,25,1,0,0,2,1,0,7,3,0,0,0,0,0,1,3.7532696895151076,0.0,0,1,0,0,0,0,0,0,0,0,0
1,131,15,64,43,0,2,2,13,19,6,1,3,2,0,0,1,2.973557262275185,5.120864648336087,0,1,0,0,0,0,0,0,1,1,0
1,33,24,1,0,0,2,0,0,6,3,0,0,0,0,0,1,3.5697738350294785,0.0,0,1,0,0,0,0,0,0,0,0,0
0,15,7,0,0,0,1,0,1,4,2,0,0,0,0,0,0,2.807354922057604,0.0,0,1,0,0,0,0,1,0,0,0,0
0,32,24,0,0,0,1,0,0,4,2,0,0,0,0,0,0,3.522055208874201,0.0,0,1,0,0,0,0,0,0,0,0,0
1,21,6,7,0,0,1,1,2,6,3,0,0,0,0,0,0,2.584962500721156,2.5216406363433186,0,1,0,0,0,0,0,0,0,0,0
0,17,9,0,0,0,1,0,0,4,2,0,0,0,0,0,0,2.94770277922009,0.0,0,1,0,0,0,0,0,0,0,0,0
0,20,12,0,0,0,1,0,0,4,2,0,0,0,0,0,0,3.584962500721156,0.0,0,1,0,0,0,0,0,0,0,0,0
0,20,12,0,0,0,1,0,0,4,2,0,0,0,0,0,0,3.584962500721156,0.0,0,1,0,0,0,0,0,0,0,0,0
0,20,12,0,0,0,2,0,0,5,2,0,0,0,0,0,1,3.084962500721156,0.0,0,1,0,0,0,0,0,0,0,0,0
0,18,10,0,0,0,1,0,0,4,2,0,0,0,0,0,0,2.9219280948873623,0.0,0,1,0,0,0,0,0,0,0,0,0
1,23,8,7,0,0,2,0,0,6,3,0,0,0,0,0,1,2.5,2.807354922057604,0,1,0,0,0,0,0,0,0,0,0
0,17,9,0,0,0,1,0,0,4,2,0,0,0,0,0,0,2.94770277922009,0.0,0,1,0,0,0,0,0,0,0,0,0
1,27,18,1,0,0,2,0,3,6,3,0,0,0,0,0,1,3.350209029099897,0.0,0,1,0,0,0,0,0,0,0,0,0
0,26,18,0,0,0,1,0,0,4,2,0,0,0,0,0,0,3.57243125132212,0.0,0,1,0,0,0,0,0,0,0,0,0
1,48,39,1,0,0,2,4,3,10,3,0,0,0,0,0,1,4.394251257268313,0.0,0,1,0,0,0,0,0,0,0,0,0
0,26,18,0,0,0,1,0,0,4,2,0,0,0,0,0,0,3.4613201402110083,0.0,0,1,0,0,0,0,0,0,0,0,0
0,26,18,0,0,0,1,0,0,4,2,0,0,0,0,0,0,3.5724312513221195,0.0,0,1,0,0,0,0,0,0,0,0,0
0,25,17,0,0,0,1,0,0,4,2,0,0,0,0,0,0,3.4548223999466066,0.0,0,1,0,0,0,0,0,0,0,0,0
1,51,21,22,0,0,3,0,2,8,4,0,0,0,0,0,2,3.5944656369614516,3.9705730958116834,0,1,0,0,0,0,0,0,0,0,0
0,23,15,0,0,0,1,1,0,5,2,0,0,0,0,0,0,3.1898980954642866,0.0,0,1,0,0,0,0,0,0,0,0,0
0,23,15,0,0,0,1,2,0,6,2,0,0,0,0,0,0,3.506890595608518,0.0,0,1,0,0,0,0,0,0,0,0,0
1,43,35,1,0,0,2,3,6,9,3,0,0,0,0,0,1,4.16429908806447,0.0,0,0,0,0,0,0,0,0,0,0,0
1,22,7,7,0,0,1,0,0,5,3,0,0,0,0,0,0,2.807354922057604,2.807354922057604,0,1,0,0,0,0,0,0,0,0,0
1,34,26,1,0,0,2,0,3,6,3,0,0,0,0,0,1,3.9500637564362093,0.0,0,0,0,0,0,0,0,0,0,0,0
1,23,8,7,0,0,2,0,0,6,3,0,0,0,0,0,1,2.5,2.807354922057604,0,1,0,0,0,0,0,0,0,0,0
0,27,19,0,0,0,1,0,0,4,2,0,0,0,0,0,0,3.826874881864637,0.0,0,1,0,0,0,0,0,0,0,0,0
0,18,10,0,0,0,1,0,0,4,2,0,0,0,0,0,0,2.6464393446710153,0.0,0,1,0,0,0,0,0,0,0,0,0
1,36,27,1,0,0,2,0,3,6,3,0,0,0,0,0,1,3.986187965046304,0.0,0,1,0,0,0,0,0,0,0,0,0
1,51,16,27,0,0,2,0,0,8,5,0,0,0,0,0,1,3.202819531114783,3.754163427768882,0,1,0,0,0,0,0,0,1,0,0
0,14,6,0,0,0,1,0,1,4,2,0,0,0,0,0,0,2.584962500721156,0.0,0,1,0,0,0,0,0,0,0,0,0
1,175,15,108,43,0,2,2,16,22,7,1,3,2,0,0,1,2.973557262275185,5.356649253175554,0,1,0,0,0,0,0,0,1,1,1
1,35,26,1,0,0,2,0,3,6,3,0,0,0,0,0,1,3.921029621737614,0.0,0,1,0,0,0,0,0,0,0,0,0
0,20,12,0,0,0,1,0,0,4,2,0,0,0,0,0,0,3.418295834054489,0.0,0,1,0,0,0,0,0,0,0,0,0
0,25,17,0,0,0,1,1,0,5,2,0,0,0,0,0,0,3.734521664779752,0.0,0,1,0,0,0,0,0,0,0,0,0
0,29,21,0,0,0,3,0,0,6,2,0,0,0,0,0,2,3.5585186130489057,0.0,0,1,0,0,0,0,0,0,0,0,0
1,38,20,10,0,0,3,1,1,8,3,0,0,0,0,0,1,3.7841837197791888,2.8464393446710154,0,1,0,0,0,0,0,0,0,0,0
0,20,12,0,0,0,1,0,0,4,2,0,0,0,0,0,0,3.584962500721156,0.0,0,1,0,0,0,0,0,0,0,0,0
1,43,29,6,0,0,2,2,0,8,3,0,0,0,0,0,1,4.0472990984266435,2.584962500721156,0,1,0,0,0,0,0,0,0,0,0
1,50,42,1,0,0,2,4,3,10,3,0,0,0,0,0,1,4.3087513512471665,0.0,0,0,0,0,0,0,0,0,0,0,0
0,18,10,0,0,0,1,0,0,4,2,0,0,0,0,0,0,2.9219280948873623,0.0,0,1,0,0,0,0,0,0,0,0,0
1,76,25,1,41,0,2,1,26,11,3,1,2,1,0,0,1,3.9434651896016457,0.0,0,1,0,0,0,0,0,0,0,1,0
0,21,13,0,0,0,1,0,0,4,2,0,0,0,0,0,0,3.238901256602631,0.0,0,1,0,0,0,0,0,0,0,0,0
0,17,9,0,0,0,2,0,0,5,2,0,0,0,0,0,1,2.94770277922009,0.0,0,1,0,0,0,0,0,0,0,0,0
1,43,34,1,0,0,2,2,6,8,3,0,0,0,0,0,1,4.02085512047121,0.0,0,1,0,0,0,0,0,0,0,0,0
0,21,13,0,0,0,2,0,0,5,2,0,0,0,0,0,1,3.238901256602631,0.0,0,1,0,0,0,0,0,0,0,0,0
0,19,11,0,0,0,1,0,0,4,2,0,0,0,0,0,0,3.0957952550009344,0.0,0,1,0,0,0,0,0,0,0,0,0
1,36,18,10,0,0,2,0,3,7,4,0,0,0,0,0,1,3.350209029099897,3.121928094887362,0,1,0,0,0,0,0,0,0,0,0
0,17,9,0,0,0,1,0,0,4,2,0,0,0,0,0,0,2.94770277922009,0.0,0,1,0,0,0,0,0,0,0,0,0
1,27,19,0,0,0,2,1,0,6,2,0,0,0,0,0,1,3.7216117239699,0.0,0,1,0,0,0,0,0,0,0,0,0
1,105,21,76,0,0,3,1,6,11,6,0,0,0,0,0,1,3.4632805178108104,4.648940099329484,0,1,0,0,0,0,0,0,0,1,0
0,22,14,0,0,0,1,0,0,4,2,0,0,0,0,0,0,3.378783493486176,0.0,0,1,0,0,0,0,0,0,0,0,0
1,175,15,108,43,0,2,2,16,21,7,1,3,2,0,0,1,2.973557262275185,5.607541178105733,0,1,0,0,0,0,0,0,1,1,1
0,18,10,0,0,0,2,0,0,5,2,0,0,0,0,0,1,2.9219280948873623,0.0,0,1,0,0,0,0,0,0,0,0,0
0,14,6,0,0,0,1,0,0,4,2,0,0,0,0,0,0,2.2516291673878226,0.0,0,1,0,0,0,0,0,0,0,0,0
0,14,6,0,0,0,1,0,1,4,2,0,0,0,0,0,0,2.584962500721156,0.0,0,1,0,0,0,0,0,0,0,0,0
1,22,7,7,0,0,1,0,0,5,3,0,0,0,0,0,0,2.807354922057604,2.807354922057604,0,1,0,0,0,0,0,0,0,0,0
1,22,6,8,0,0,1,0,1,5,3,0,0,0,0,0,0,2.584962500721156,3.0,0,1,1,0,0,0,0,0,0,0,0
1,25,16,1,0,0,2,1,0,7,3,0,0,0,0,0,1,3.5,0.0,0,1,0,0,0,0,0,0,0,0,0
1,47,40,0,0,0,2,0,14,5,2,0,0,0,0,0,1,4.3275671571169285,0.0,0,0,0,0,0,0,1,0,0,0,0
1,48,16,24,0,0,2,0,0,8,5,0,0,0,0,0,1,3.202819531114783,3.569773835029478,0,1,0,0,0,0,0,0,1,0,0
1,82,74,1,0,0,3,0,4,7,3,0,0,0,0,0,2,4.659316413191587,0.0,0,0,0,0,0,0,1,0,0,1,0
0,26,18,0,0,0,1,0,0,4,2,0,0,0,0,0,0,3.419381945646371,0.0,0,1,0,0,0,0,0,1,0,0,0
1,48,39,1,0,0,2,5,5,11,3,0,0,0,0,0,1,4.128494129663178,0.0,0,1,0,0,0,0,0,0,0,0,0
0,22,14,0,0,0,1,0,0,4,2,0,0,0,0,0,0,3.378783493486176,0.0,0,1,0,0,0,0,0,0,0,0,0
1,32,23,1,0,0,2,0,0,6,3,0,0,0,0,0,1,3.7622673906514947,0.0,0,1,0,0,0,0,0,0,0,0,0
0,22,14,0,0,0,1,0,0,4,2,0,0,0,0,0,0,3.378783493486176,0.0,0,1,0,0,0,0,0,0,0,0,0
1,22,6,8,0,0,1,0,1,5,3,0,0,0,0,0,0,2.584962500721156,3.0,0,1,1,0,0,0,0,0,0,0,0
0,19,11,0,0,0,2,0,0,5,2,0,0,0,0,0,1,3.095795255000934,0.0,0,1,0,0,0,0,0,0,0,0,0
0,21,13,0,0,0,2,0,0,5,2,0,0,0,0,0,1,3.238901256602631,0.0,0,1,0,0,0,0,0,0,0,0,0
1,34,21,5,0,0,2,0,0,6,3,0,0,0,0,0,1,3.784941827437642,2.321928094887362,0,1,0,0,0,0,0,1,0,0,0
0,18,10,0,0,0,2,0,0,5,2,0,0,0,0,0,1,2.9219280948873623,0.0,0,1,0,0,0,0,0,0,0,0,0
0,23,15,0,0,0,1,0,0,4,2,0,0,0,0,0,0,3.0565647621309537,0.0,0,1,0,0,0,0,0,0,0,0,0
0,23,15,0,0,0,1,0,0,4,2,0,0,0,0,0,0,3.3735572622751855,0.0,0,1,0,0,0,0,0,0,0,0,0
1,44,35,1,0,0,2,1,0,7,3,0,0,0,0,0,1,3.840156860408858,0.0,0,1,0,0,0,0,0,0,0,0,0
0,25,17,0,0,0,1,0,0,4,2,0,0,0,0,0,0,3.4548223999466066,0.0,0,1,0,0,0,0,0,0,0,0,0
0,21,13,0,0,0,1,0,0,4,2,0,0,0,0,0,0,3.238901256602631,0.0,0,1,0,0,0,0,0,0,0,0,0
0,28,20,0,0,0,1,0,0,4,2,0,0,0,0,0,0,3.2841837197791888,0.0,0,1,0,0,0,0,0,0,0,0,0
1,167,15,108,35,0,2,2,15,19,7,1,3,2,0,0,1,2.973557262275185,5.624210336066661,0,1,0,0,0,0,0,0,1,1,1
0,25,17,0,0,0,1,0,0,4,2,0,0,0,0,0,0,3.572469458770136,0.0,0,1,0,0,0,0,0,0,0,0,0
1,39,31,1,0,0,2,2,8,8,3,0,0,0,0,0,1,3.9746954079158976,0.0,0,0,0,0,0,0,0,0,0,0,0
1,35,26,1,0,0,2,1,3,7,3,0,0,0,0,0,1,3.844106544814537,0.0,0,1,0,0,0,0,0,0,0,0,0
1,21,6,7,0,0,1,1,0,6,3,0,0,0,0,0,0,2.584962500721156,2.5216406363433186,0,1,0,0,0,0,0,0,0,0,0
1,23,8,7,0,0,2,0,1,6,3,0,0,0,0,0,1,2.5,2.5216406363433186,0,1,0,0,0,0,0,0,0,0,0
0,16,8,0,0,0,1,0,0,4,2,0,0,0,0,0,0,2.75,0.0,0,1,0,0,0,0,0,0,0,0,0
1,51,21,22,0,0,3,0,3,8,4,0,0,0,0,0,2,3.5944656369614516,4.186704345910023,0,1,0,0,0,0,0,0,0,0,0
